Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
11;1000011;Поступление зарплаты на счет;Другое;0;0.33;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000031;Форма банка (без печати работодателя);Лечение;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;109;46;Торговля;ЗАО;холост / не замужем;3;2;2;1;0;0.0891089109;0;0;0;0;0.6;3;2;92;5;2;1;17;43;1;0;0;0;0;0;0
11;1000051;2НДФЛ;Другое;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;47;47;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0063694268;1;0;0;0;0.5555555556;5;4;156;9;3;1;18;89;1;0;0;0;0;0;0
11;1000071;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;мужской;0;0;высшее;специалист;>250;0;32;27;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;1;32;32;0;0;0;0;0;0;0
11;1000091;Свободная форма с печатью работодателя;Ремонт;1;0.53;женский;0;0;высшее;специалист;< 50;0;27;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000111;Форма банка (без печати работодателя);Ремонт;0;0.38;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000131;Свободная форма с печатью работодателя;Ремонт;1;0.45;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000151;Поступление зарплаты на счет;Ремонт;1;0.12;мужской;1;0;высшее;специалист;>250;0;23;28;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1000171;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.47;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000191;Форма банка (без печати работодателя);Ремонт;1;0.57;мужской;2;0;высшее;менеджер среднего звена;>250;0;168;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000211;Форма банка (без печати работодателя);Покупка автомобиля;1;0.46;женский;1;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000231;Форма банка (без печати работодателя);Другое;1;0.44;мужской;0;0;высшее;менеджер высшего звена;< 50;0;31;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000251;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.24;женский;0;0;высшее;менеджер высшего звена;< 50;0;50;52;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000271;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.5;мужской;0;0;высшее;менеджер среднего звена;>250;0;6;53;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;2;0;0;0.5;3;3;46;6;2;3;3;28;0;0;0;0;0;0;0
11;1000291;2НДФЛ;Ремонт;0;0.37;мужской;1;0;высшее;менеджер среднего звена;>250;0;36;35;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000311;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.47;мужской;1;0;высшее;рабочий;>250;0;53;26;Другое;ОАО;женат / замужем;3;2;2;2;1;0.0236220472;1;0;0;0;0.375;3;5;124;8;2;0;8;50;1;0;0;0;0;0;0
11;1000331;2НДФЛ;Покупка земли;0;0.44;женский;1;0;высшее;вспомогательный персонал;>250;0;8;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000351;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;женский;1;0;высшее;специалист;>250;0;6;30;Торговля;ООО;женат / замужем;5;5;5;5;5;0;0;0;0;0;1;2;0;8;2;1;0;7;7;0;0;0;0;0;0;0
11;1000371;Поступление зарплаты на счет;Покупка автомобиля;0;0.12;мужской;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000391;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;высшее;специалист;>250;0;11;31;Информационные технологии;ЗАО;женат / замужем;3;2;2;2;2;0;0;0;0;0;0.1538461538;2;11;157;13;2;2;6;92;0;0;0;0;0;0;0
11;1000411;2НДФЛ;Ремонт;1;0.39;женский;0;0;среднее-специальное;специалист;< 50;3;17;36;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;45;1;0;0;45;45;0;0;0;0;0;0;0
11;1000431;2НДФЛ;Покупка недвижимости/ строительство;0;0.17;мужской;1;0;незаконченное высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000451;2НДФЛ;Ремонт;1;0.5;женский;4;0;высшее;менеджер среднего звена;< 50;0;68;35;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000471;2НДФЛ;Ремонт;1;0.56;женский;1;0;высшее;специалист;>250;3;49;34;Сельское и лесное хозяйство;ООО;разведен / разведена;7;6;5;5;5;0;1;1;0;0;0.4;2;3;79;5;1;0;4;53;0;0;0;0;0;0;0
11;1000491;2НДФЛ;Покупка недвижимости/ строительство;0;0.3;женский;0;0;высшее;специалист;>250;0;36;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000511;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000531;2НДФЛ;Ремонт;1;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;7;42;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;101;101;0;0;0;0;0;0;0
11;1000551;2НДФЛ;Покупка мебели;1;0.48;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;199;50;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000571;Поступление зарплаты на счет;Ремонт;1;0.05;мужской;4;0;незаконченное высшее;специалист;>250;0;65;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000591;2НДФЛ;Ремонт;1;0.48;женский;1;0;высшее;специалист;>250;3;127;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000611;2НДФЛ;Ремонт;1;0.55;мужской;0;0;высшее;специалист;>250;0;131;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000631;Поступление зарплаты на счет;Ремонт;0;0.44;мужской;0;0;высшее;специалист;>250;1;9;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000651;Свободная форма с печатью работодателя;Ремонт;1;0.27;женский;1;0;высшее;специалист;< 50;0;9;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000671;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;66;33;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.75;3;1;74;4;2;1;7;40;0;0;0;0;0;0;0
11;1000691;Поступление зарплаты на счет;Ремонт;1;0.3;женский;1;0;высшее;специалист;>250;0;375;48;Другое;Государственное предприятие;женат / замужем;5;4;2;2;2;0.0833333333;0;1;1;1;0.3333333333;1;2;22;3;1;0;1;24;1;0;0;0;0;0;0
11;1000711;Поступление зарплаты на счет;Покупка земли;0;0.36;мужской;0;0;высшее;специалист;>250;0;69;28;Другое;Иная форма;холост / не замужем;2;2;1;0;0;0;1;1;1;1;0.3333333333;3;6;93;9;2;1;1;64;0;0;0;0;0;0;0
11;1000731;2НДФЛ;Ремонт;1;0.2;мужской;1;0;незаконченное высшее;рабочий;>250;3;27;31;Другое;ОАО;женат / замужем;4;3;3;2;1;0.0230769231;0;0;0;0;0.3333333333;2;4;127;6;1;0;31;72;1;0;0;0;0;0;0
11;1000751;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;1;0;высшее;специалист;>250;0;17;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000771;2НДФЛ;Другое;1;0.49;женский;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000791;Поступление зарплаты на счет;Ремонт;1;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000811;Свободная форма с печатью работодателя;Ремонт;0;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;28;28;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;75;5;1;0;18;28;0;0;0;0;0;0;0
11;1000831;Свободная форма с печатью работодателя;Ремонт;0;0.49;женский;0;0;высшее;менеджер высшего звена;< 50;1;15;26;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0.358490566;1;0;0;0;0.4;2;3;34;5;1;1;11;23;1;0;0;0;0;0;0
11;1000851;Поступление зарплаты на счет;Ремонт;1;0.32;женский;0;0;второе высшее;менеджер высшего звена;>250;0;26;50;Торговля;ООО;разведен / разведена;1;1;0;0;0;0.1962616822;0;0;0;0;0.5;2;2;86;4;1;0;13;97;1;0;0;0;0;0;0
11;1000871;Поступление зарплаты на счет;Отпуск;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;56;27;Другое;ООО;женат / замужем;1;1;1;0;0;0.1533742331;0;0;0;0;0.5;5;5;138;10;2;1;15;46;1;1;1;0;0;0;0
11;1000891;Форма банка (без печати работодателя);Отпуск;1;0.4;мужской;2;0;второе высшее;специалист;>250;0;50;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000911;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;высшее;специалист;>250;0;15;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000931;Поступление зарплаты на счет;Ремонт;0;0.19;женский;1;0;высшее;менеджер среднего звена;>250;0;119;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000951;Форма банка (без печати работодателя);Покупка земли;1;0.49;мужской;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000971;2НДФЛ;Покупка автомобиля;1;0.44;женский;0;0;среднее-специальное;вспомогательный персонал;>250;3;109;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1000991;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.13;мужской;2;0;высшее;менеджер высшего звена;< 50;0;142;39;Другое;ООО;женат / замужем;2;1;1;1;1;0.1111111111;1;0;0;0;0;0;1;8;1;0;0;52;52;1;0;0;0;0;0;0
11;1001011;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;1;0;высшее;торговый представитель;>250;0;39;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001031;Поступление зарплаты на счет;Покупка автомобиля;1;0.16;женский;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;62;30;Торговля;ООО;холост / не замужем;5;4;1;1;1;0;0;0;0;0;0;0;2;9;2;0;0;1;78;0;0;0;0;0;0;0
11;1001051;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001071;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001091;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001111;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;1;0;среднее-специальное;специалист;< 50;3;69;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001131;Поступление зарплаты на счет;Ремонт;0;0.5;мужской;1;0;высшее;специалист;>250;0;16;36;Информационные технологии;ООО;женат / замужем;2;2;2;0;0;0.1904761905;1;0;0;0;0.5;1;1;51;2;1;0;18;99;1;0;0;0;0;0;0
11;1001151;Поступление зарплаты на счет;Ремонт;1;0.27;женский;1;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001171;Поступление зарплаты на счет;Покупка автомобиля;0;0.29;женский;0;0;высшее;вспомогательный персонал;>250;1;14;29;Другое;Иная форма;холост / не замужем;2;1;1;1;1;0;1;0;0;0;0.5;1;1;56;2;0;0;36;52;0;0;0;0;0;0;0
11;1001191;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0;8;52;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;22;3;1;0;8;41;0;0;0;0;0;0;0
11;1001211;2НДФЛ;Покупка недвижимости/ строительство;1;0.32;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;120;34;Другое;ООО;женат / замужем;1;1;0;0;0;0.2093023256;1;0;0;0;0.5;4;2;136;6;3;1;21;95;1;0;0;0;0;0;0
11;1001231;2НДФЛ;Покупка недвижимости/ строительство;1;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001251;Поступление зарплаты на счет;Покупка автомобиля;0;0.26;женский;1;0;высшее;специалист;>250;0;32;28;Торговля;ООО;женат / замужем;3;3;1;1;1;0;1;0;0;0;0.3333333333;2;1;55;3;1;1;16;38;0;0;0;0;0;0;0
11;1001271;Форма банка (без печати работодателя);Покупка мебели;1;0.25;женский;0;0;высшее;специалист;>250;0;12;35;Торговля;ООО;женат / замужем;4;4;2;2;1;0;0;0;0;0;0.3333333333;1;2;42;3;1;1;1;34;0;0;0;0;0;0;0
11;1001291;2НДФЛ;Покупка автомобиля;1;0.26;мужской;0;0;незаконченное высшее;рабочий;>250;0;15;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001311;Поступление зарплаты на счет;Ремонт;0;0.03;мужской;0;0;высшее;специалист;>250;0;26;25;Другое;ООО;холост / не замужем;4;4;2;2;2;0;1;0;0;0;1;1;0;3;1;1;0;8;8;0;0;0;0;0;0;0
11;1001331;2НДФЛ;Ремонт;0;0.56;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001351;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;128;51;Торговля;ОАО;холост / не замужем;1;1;0;0;0;0.012145749;0;0;0;0;0.4285714286;3;4;244;7;1;3;39;93;1;0;0;0;0;0;0
11;1001371;2НДФЛ;Ремонт;1;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;57;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001391;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.34;женский;0;0;среднее;специалист;>250;0;119;45;Другое;ЗАО;холост / не замужем;2;2;2;1;1;0.0131578947;1;0;0;0;0.4;3;2;75;5;1;2;9;80;1;0;0;0;0;0;0
11;1001411;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;1;0;второе высшее;специалист;>250;0;13;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001431;Поступление зарплаты на счет;Ремонт;1;0.24;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001451;2НДФЛ;Покупка недвижимости/ строительство;0;0.51;мужской;2;0;высшее;менеджер среднего звена;>250;0;6;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001471;Форма банка (без печати работодателя);Покупка мебели;1;0.42;женский;1;0;среднее-специальное;специалист;>250;0;6;37;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001491;2НДФЛ;Ремонт;0;0.36;мужской;3;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001511;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;120;47;Другое;Государственное предприятие;женат / замужем;1;1;0;0;0;0.015625;1;1;0;0;0.625;5;3;126;8;3;1;4;50;1;0;0;0;0;0;0
11;1001531;Форма банка (без печати работодателя);Ремонт;0;0.46;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001551;2НДФЛ;Покупка бытовой техники;0;0.3;женский;0;0;высшее;специалист;>250;3;27;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001571;2НДФЛ;Покупка автомобиля;1;0.49;женский;1;0;второе высшее;торговый представитель;< 50;3;18;41;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0322580645;0;0;0;0;0.3333333333;2;4;60;6;1;0;7;73;1;0;0;0;0;0;0
11;1001591;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;0;0;среднее;вспомогательный персонал;>250;0;6;39;Торговля;ООО;женат / замужем;1;1;1;1;0;0.08;0;0;0;0;0.75;3;1;46;4;2;1;10;30;1;0;0;0;0;0;0
11;1001611;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;1;0;незаконченное высшее;рабочий;>250;0;33;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001631;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;16;30;Торговля;ООО;холост / не замужем;3;1;0;0;0;0;1;1;1;1;0.375;3;5;62;8;1;2;1;23;0;0;0;0;0;0;0
11;1001651;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;0;0;высшее;менеджер среднего звена;>250;0;27;35;Другое;ОАО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0;0;3;19;3;0;1;17;83;0;0;0;0;0;0;0
11;1001671;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.36;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001691;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;1;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001711;2НДФЛ;Покупка мебели;1;0.4;женский;1;0;высшее;рабочий;>250;3;171;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001731;2НДФЛ;Ремонт;1;0.27;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001751;2НДФЛ;Ремонт;0;0.35;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;45;40;Торговля;ООО;гражданский брак;1;1;0;0;0;0.0125;0;0;0;0;0.6666666667;4;2;79;6;2;0;29;96;1;0;0;0;0;0;0
11;1001771;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;55;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001791;Поступление зарплаты на счет;Другое;0;0.37;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001811;2НДФЛ;Ремонт;0;0.59;женский;0;0;высшее;менеджер среднего звена;< 50;1;24;39;Торговля;ООО;женат / замужем;1;1;1;1;1;0.1230769231;1;0;0;0;0.2857142857;2;5;114;7;2;1;10;89;1;0;0;0;0;0;0
11;1001831;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;45;49;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.3700440529;0;0;0;0;0.4444444444;4;5;143;9;1;0;16;103;1;1;0;0;0;0;0
11;1001851;2НДФЛ;Ремонт;1;0.36;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;8;26;Торговля;ООО;женат / замужем;3;2;2;0;0;0;0;0;0;0;0.5;1;1;19;2;0;0;24;43;0;0;0;0;0;0;0
11;1001871;2НДФЛ;Другое;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1001891;Поступление зарплаты на счет;Ремонт;1;0.14;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;45;45;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.2;2;8;214;10;0;5;3;87;0;0;0;0;0;0;0
11;1001911;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.31;мужской;3;0;среднее;менеджер среднего звена;>250;0;24;30;Информационные технологии;ООО;женат / замужем;1;1;1;0;0;0;1;1;1;1;0.6666666667;2;1;45;3;1;1;0;31;0;0;0;0;0;0;0
11;1001931;Поступление зарплаты на счет;Ремонт;1;0.44;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;17;53;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;20;3;1;0;9;75;0;0;0;0;0;0;0
11;1001951;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;высшее;менеджер высшего звена;>250;0;77;45;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;0.1900191939;0;1;0;0;0.4;8;12;422;20;2;0;5;106;1;1;0;0;0;0;0
11;1001971;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;1;0;*n.a.*;специалист;< 50;0;38;25;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;16;1;0;1;30;30;0;0;0;0;0;0;0
11;1001991;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;145;39;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.25;1;3;34;4;1;1;17;58;0;0;0;0;0;0;0
11;1002011;2НДФЛ;Покупка автомобиля;1;0.41;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;58;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002031;Форма банка (без печати работодателя);Ремонт;0;0.23;мужской;3;0;среднее-специальное;рабочий;>250;0;134;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002051;2НДФЛ;Ремонт;1;0.12;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002071;2НДФЛ;Ремонт;0;0.57;женский;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002091;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;20;55;Другое;ЗАО;женат / замужем;1;1;1;1;1;0.1428571429;0;0;0;0;1;1;0;6;1;1;0;7;7;1;0;0;0;0;0;0
11;1002111;Поступление зарплаты на счет;Ремонт;0;0.23;мужской;0;0;высшее;специалист;>250;0;76;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002131;Форма банка (без печати работодателя);Ремонт;0;0.42;женский;1;0;высшее;рабочий;>250;0;39;42;Другое;ОАО;женат / замужем;1;1;0;0;0;0.0592592593;0;0;0;0;0.5;3;3;127;6;3;1;27;106;1;0;0;0;0;0;0
11;1002151;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;женский;1;0;среднее-специальное;специалист;>250;0;14;25;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1002171;Поступление зарплаты на счет;Ремонт;1;0.46;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002191;Форма банка (без печати работодателя);Обучение;1;0.24;женский;0;0;высшее;вспомогательный персонал;< 50;0;9;26;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.152173913;0;0;0;0;0.3333333333;1;2;39;3;0;0;23;39;1;0;0;0;0;0;0
11;1002211;Поступление зарплаты на счет;Ремонт;1;0.43;женский;1;0;высшее;вспомогательный персонал;>250;0;19;40;Торговля;ООО;разведен / разведена;3;2;2;0;0;0.2;0;1;1;0;0.6666666667;2;1;24;3;1;0;2;95;1;0;0;0;0;0;0
11;1002231;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;1;0;высшее;специалист;>250;0;135;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002251;Поступление зарплаты на счет;Ремонт;0;0.25;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;32;37;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.0112359551;1;1;0;0;0.6;6;4;176;10;4;1;3;104;1;0;0;0;0;0;0
11;1002271;Поступление зарплаты на счет;Покупка автомобиля;1;0.32;женский;1;0;среднее-специальное;специалист;>250;0;64;28;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002291;Поступление зарплаты на счет;Покупка мебели;0;0.19;мужской;0;0;высшее;менеджер по продажам;>250;0;53;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;33;2;0;1;32;63;0;0;0;0;0;0;0
11;1002311;Поступление зарплаты на счет;Отпуск;1;0.16;женский;1;0;среднее-специальное;рабочий;>250;0;42;40;Торговля;ООО;холост / не замужем;1;1;1;1;0;0.0568181818;0;0;0;0;0;0;3;83;3;0;2;51;95;1;1;1;1;0;0;0
11;1002331;2НДФЛ;Покупка недвижимости/ строительство;1;0.27;мужской;3;0;незаконченное высшее;менеджер среднего звена;>250;0;47;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002351;Форма банка (без печати работодателя);Отпуск;0;0.3;мужской;1;0;ученая степень;менеджер высшего звена;< 50;0;19;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002371;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;высшее;менеджер среднего звена;>250;0;64;48;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002391;2НДФЛ;Ремонт;1;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;8;38;Другое;ООО;женат / замужем;2;2;2;2;2;0.375;1;0;0;0;0.5;2;0;25;2;1;0;7;84;1;0;0;0;0;0;0
11;1002411;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;специалист;>250;0;46;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
