Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
11;1064231;Поступление зарплаты на счет;Ремонт;1;0.17;женский;1;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;9;41;Другое;ООО;женат / замужем;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;
11;1064251;Поступление зарплаты на счет;Ремонт;0;0.57;женский;0;0;высшее;специалист;>250;0;128;36;Информационные технологии;ООО;холост / не замужем;2;1;1;1;1;0;1;0;0;0;0.3333333333;1;2;69;3;1;2;22;54;0;0;0;0;0;0;0
11;1064271;2НДФЛ;Ремонт;1;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064291;Поступление зарплаты на счет;Ремонт;0;0.32;женский;1;0;высшее;специалист;>250;1;33;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;16;3;0;2;7;30;0;0;0;0;0;0;0
11;1064311;Поступление зарплаты на счет;Ремонт;1;0.37;женский;1;0;среднее-специальное;рабочий;>250;0;6;45;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.2394366197;1;0;0;0;0.6666666667;2;1;54;3;2;0;27;44;1;0;0;0;0;0;0
11;1064331;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;1;0;высшее;рабочий;>250;0;10;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064351;Форма банка (без печати работодателя);Ремонт;0;0.1;мужской;0;0;среднее-специальное;специалист;>250;0;23;26;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;18;1;1;0;17;17;0;0;0;0;0;0;0
11;1064371;Поступление зарплаты на счет;Отпуск;1;0.32;мужской;0;0;незаконченное высшее;специалист;>250;0;21;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064391;Поступление зарплаты на счет;Отпуск;1;0.57;женский;1;0;среднее;специалист;>250;0;52;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064411;Поступление зарплаты на счет;Покупка мебели;0;0.57;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;126;35;Информационные технологии;ОАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.25;2;6;182;8;1;3;11;97;0;0;0;0;0;0;0
11;1064431;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064451;Свободная форма с печатью работодателя;Покупка мебели;0;0.58;мужской;0;0;среднее;рабочий;>250;0;75;33;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;1;0;0;0;0.3333333333;2;4;94;6;1;4;24;33;0;0;0;0;0;0;0
11;1064471;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.42;женский;2;0;высшее;менеджер среднего звена;< 50;1;55;44;Торговля;ООО;разведен / разведена;4;0;0;0;0;0.030075188;0;2;2;0;0.4545454545;5;6;129;11;3;1;2;71;1;0;0;0;0;0;0
11;1064491;Свободная форма с печатью работодателя;Ремонт;1;0.38;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064511;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.42;женский;1;0;среднее-специальное;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064531;2НДФЛ;Ремонт;1;0.3;женский;0;0;высшее;рабочий;>250;0;107;51;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.3333333333;1;2;27;3;1;0;3;81;0;0;0;0;0;0;0
11;1064551;Свободная форма с печатью работодателя;Другое;1;0.47;мужской;0;0;незаконченное высшее;вспомогательный персонал;>250;0;55;30;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.4390243902;1;0;0;0;0.6666666667;4;2;69;6;3;0;6;97;1;1;1;1;1;1;0
11;1064571;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;высшее;вспомогательный персонал;>250;1;8;36;Торговля;ООО;холост / не замужем;5;4;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1064591;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;56;30;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.012195122;1;0;0;0;0.6666666667;2;1;81;3;1;0;5;59;1;0;0;0;0;0;0
11;1064611;Поступление зарплаты на счет;Ремонт;1;0.31;женский;0;0;высшее;специалист;>250;1;59;26;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;78;3;0;1;32;45;0;0;0;0;0;0;0
11;1064631;2НДФЛ;Ремонт;0;0.22;женский;0;0;высшее;вспомогательный персонал;< 50;0;12;51;Другое;ООО;холост / не замужем;4;4;3;3;3;;;;;;;;;;;;;;;;;;;;;
11;1064651;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;6;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064671;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;< 50;0;31;52;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064691;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;высшее;рабочий;>250;3;115;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064711;2НДФЛ;Другое;0;0.33;мужской;1;0;высшее;менеджер среднего звена;>250;0;32;27;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064731;2НДФЛ;Покупка автомобиля;1;0.16;мужской;0;0;высшее;специалист;< 50;0;7;34;Торговля;ООО;холост / не замужем;4;4;4;4;1;0;0;0;0;0;0;0;3;13;3;0;1;0;82;0;0;0;0;0;0;0
11;1064751;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064771;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;высшее;специалист;>250;1;97;35;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0608695652;0;0;0;0;0;0;4;108;4;0;4;23;88;1;0;0;0;0;0;0
11;1064791;Поступление зарплаты на счет;Другое;0;0.21;мужской;0;0;высшее;менеджер среднего звена;>250;0;20;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064811;2НДФЛ;Ремонт;0;0.17;мужской;0;0;высшее;специалист;>250;0;43;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064831;2НДФЛ;Покупка недвижимости/ строительство;1;0.46;мужской;1;0;высшее;специалист;>250;0;210;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064851;Форма банка (без печати работодателя);Покупка автомобиля;1;0.1;женский;0;0;высшее;специалист;< 50;0;25;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064871;Форма банка (без печати работодателя);Обучение;0;0.46;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064891;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.56;женский;1;0;высшее;вспомогательный персонал;>250;0;79;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064911;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;0;14;34;Торговля;ООО;женат / замужем;6;3;3;3;2;0.0416666667;0;0;0;0;0.25;1;3;23;4;1;0;4;39;1;0;0;0;0;0;0
11;1064931;2НДФЛ;Покупка автомобиля;1;0.5;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;168;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064951;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1064971;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;специалист;< 50;0;82;32;Другое;ЗАО;холост / не замужем;2;2;0;0;0;0.2850241546;0;1;0;0;0.5;3;3;148;6;0;1;3;75;1;0;0;0;0;0;0
11;1064991;2НДФЛ;Ремонт;1;0.59;мужской;1;0;среднее-специальное;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065011;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065031;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;17;47;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0204081633;0;1;0;0;0.5;3;3;48;6;2;0;3;35;1;0;0;0;0;0;0
11;1065051;2НДФЛ;Покупка недвижимости/ строительство;1;0.48;женский;0;0;высшее;специалист;>250;0;67;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065071;Поступление зарплаты на счет;Покупка автомобиля;1;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;65;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065091;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;1;11;30;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0.0240963855;0;1;0;0;0.2307692308;3;10;81;13;2;0;4;52;1;0;0;0;0;0;0
11;1065111;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;< 50;0;51;35;Торговля;Индивидуальный предприниматель;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.5;3;3;79;6;1;0;13;85;0;0;0;0;0;0;0
11;1065131;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;0;0;среднее-специальное;специалист;>250;0;8;24;Другое;ЗАО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;6;2;0;0;29;37;0;0;0;0;0;0;0
11;1065151;Форма банка (без печати работодателя);Ремонт;0;0.2;мужской;0;0;незаконченное высшее;специалист;>250;0;12;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065171;Свободная форма с печатью работодателя;Ремонт;1;0.3;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;37;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065191;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;12;47;Торговля;ООО;женат / замужем;3;1;1;1;1;0.0833333333;0;0;0;0;1;2;0;22;2;1;0;7;20;1;0;0;0;0;0;0
11;1065211;Поступление зарплаты на счет;Отпуск;0;0.11;женский;0;0;высшее;специалист;>250;0;72;29;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0.0263157895;0;0;0;0;0.125;1;7;148;8;1;5;12;75;1;0;0;0;0;0;0
11;1065231;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065251;2НДФЛ;Ремонт;0;0.42;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065271;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;среднее;менеджер высшего звена;< 50;0;44;45;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065291;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;высшее;менеджер среднего звена;>250;0;19;53;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065311;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;высшее;менеджер высшего звена;< 50;0;43;58;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;1;0;19;1;0;0;20;20;0;0;0;0;0;0;0
11;1065331;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее;вспомогательный персонал;>250;0;10;23;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1065351;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;8;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065371;Поступление зарплаты на счет;Ремонт;0;0.26;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065391;2НДФЛ;Обучение;1;0.11;женский;0;0;высшее;специалист;< 50;0;20;27;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.609375;0;0;0;0;1;1;0;25;1;0;0;65;65;1;0;0;0;0;0;0
11;1065411;Поступление зарплаты на счет;Ремонт;0;0.17;женский;1;0;высшее;торговый представитель;>250;0;71;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065431;Поступление зарплаты на счет;Покупка бытовой техники;1;0.32;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065451;Форма банка (без печати работодателя);Ремонт;0;0.05;женский;1;0;высшее;менеджер среднего звена;>250;0;78;29;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;42;4;1;1;15;98;0;0;0;0;0;0;0
11;1065471;2НДФЛ;Ремонт;1;0.47;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;46;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065491;Поступление зарплаты на счет;Другое;0;0.18;мужской;0;0;высшее;специалист;>250;0;22;24;Торговля;ООО;женат / замужем;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;
11;1065511;2НДФЛ;Ремонт;1;0.14;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;91;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065531;Поступление зарплаты на счет;Ремонт;0;0.14;мужской;0;0;среднее-специальное;специалист;>250;0;220;50;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;3;44;3;0;2;4;45;0;0;0;0;0;0;0
11;1065551;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;0;0;среднее;рабочий;>250;0;6;54;Торговля;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1065571;Свободная форма с печатью работодателя;Ремонт;0;0.48;мужской;0;0;второе высшее;специалист;>250;1;60;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065591;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;2;0;высшее;специалист;>250;0;15;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065611;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;1;0;второе высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065631;2НДФЛ;Ремонт;0;0.47;женский;2;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065651;Поступление зарплаты на счет;Покупка автомобиля;0;0.38;женский;0;0;высшее;специалист;>250;0;9;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065671;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;1;0;высшее;специалист;>250;0;10;38;Другое;ООО;женат / замужем;3;1;1;1;1;0.0338983051;1;1;0;0;0.5555555556;5;4;171;9;3;0;3;95;1;0;0;0;0;0;0
11;1065691;2НДФЛ;Покупка недвижимости/ строительство;1;0.4;мужской;1;0;высшее;менеджер по продажам;>250;3;17;31;Торговля;ООО;женат / замужем;4;4;2;1;1;0.380952381;0;0;0;0;0.5;2;2;52;4;0;0;15;109;1;1;1;1;0;0;0
11;1065711;Поступление зарплаты на счет;Ремонт;0;0.22;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;32;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065731;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.47;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;9;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065751;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;182;53;Другое;ООО;женат / замужем;0;0;0;0;0;0.0239520958;1;0;0;0;0.375;4;4;163;8;2;0;7;113;1;0;0;0;0;0;0
11;1065771;Свободная форма с печатью работодателя;Ремонт;1;0.57;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065791;;Покупка автомобиля;0;;мужской;0;0;высшее;другое;;1;9;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065811;Поступление зарплаты на счет;Ремонт;0;0.2;женский;0;0;высшее;специалист;>250;1;30;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065831;2НДФЛ;Ремонт;0;0.48;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;166;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065851;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;2;0;высшее;специалист;>250;0;127;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065871;2НДФЛ;Ремонт;0;0.43;мужской;1;0;высшее;вспомогательный персонал;>250;0;73;27;Другое;ООО;гражданский брак;0;0;0;0;0;0;0;0;0;0;0;0;4;29;4;0;0;34;57;0;0;0;0;0;0;0
11;1065891;Форма банка (без печати работодателя);Ремонт;1;0.32;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065911;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;4;0;высшее;рабочий;>250;0;20;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065931;Свободная форма с печатью работодателя;Другое;1;0.44;мужской;2;0;высшее;менеджер среднего звена;>250;0;34;42;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0363636364;1;0;0;0;0.3333333333;4;8;106;12;3;0;11;124;1;0;0;0;0;0;0
11;1065951;2НДФЛ;Ремонт;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;74;35;Другое;ОАО;женат / замужем;14;7;4;1;1;0.2756756757;0;1;0;0;0.4285714286;6;8;268;14;2;0;5;86;1;1;0;0;0;0;0
11;1065971;2НДФЛ;Ремонт;0;0.48;мужской;1;0;высшее;специалист;>250;3;6;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1065991;Поступление зарплаты на счет;Лечение;1;0.39;женский;0;0;незаконченное высшее;специалист;>250;0;32;24;Другое;ЗАО;женат / замужем;0;0;0;0;0;0.1733333333;0;0;0;0;0.2;1;4;62;5;1;0;20;45;1;1;0;0;1;1;0
11;1066011;2НДФЛ;Ремонт;1;0.36;мужской;1;0;высшее;менеджер среднего звена;>250;1;38;48;Другое;ЗАО;женат / замужем;6;5;5;5;5;0.0111940299;1;3;0;0;0.375;6;10;265;16;3;0;3;93;1;0;0;0;0;0;0
11;1066031;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.57;женский;0;0;среднее-специальное;рабочий;>250;0;163;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066051;2НДФЛ;Ремонт;1;0.49;мужской;0;0;второе высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066071;Поступление зарплаты на счет;Ремонт;1;0.58;мужской;2;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;29;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066091;Форма банка (без печати работодателя);Ремонт;1;0.51;мужской;1;0;высшее;специалист;< 50;0;68;39;Другое;ООО;женат / замужем;1;1;1;0;0;0.0582524272;0;0;0;0;0.4444444444;4;5;194;9;2;1;6;86;1;0;0;0;0;0;0
11;1066111;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;0;0;среднее-специальное;страховой агент;>250;0;183;44;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066131;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;1;0;высшее;менеджер среднего звена;>250;0;106;45;Торговля;ЗАО;холост / не замужем;2;1;1;1;1;0.0506329114;0;0;0;0;0.5555555556;5;4;225;9;0;1;6;94;1;0;0;0;0;0;0
11;1066151;Поступление зарплаты на счет;Ремонт;1;0.11;мужской;0;0;высшее;рабочий;>250;0;74;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066171;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;менеджер среднего звена;>250;3;153;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066191;2НДФЛ;Покупка недвижимости/ строительство;1;0.52;мужской;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066211;2НДФЛ;Ремонт;1;0.23;женский;0;0;высшее;вспомогательный персонал;< 50;0;99;41;Торговля;ООО;женат / замужем;6;5;5;5;5;0.0429184549;1;1;1;0;0.2105263158;4;15;223;19;3;0;2;110;1;0;0;0;0;0;0
11;1066231;Свободная форма с печатью работодателя;Ремонт;1;0.39;мужской;0;0;высшее;менеджер среднего звена;< 50;0;75;43;Торговля;ООО;женат / замужем;2;1;0;0;0;0.0666666667;0;1;1;1;0.5;2;2;56;4;1;0;1;69;1;1;1;0;0;0;0
11;1066251;Форма банка (без печати работодателя);Ремонт;0;0.36;мужской;1;0;высшее;менеджер среднего звена;>250;0;12;32;Торговля;ООО;женат / замужем;5;1;1;1;1;0.1041666667;1;1;1;0;0.25;1;3;43;4;1;2;2;61;1;1;0;0;0;0;0
11;1066271;Поступление зарплаты на счет;Отпуск;0;0.39;мужской;0;0;высшее;рабочий;>250;0;41;23;Информационные технологии;ЗАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;5;1;0;0;15;15;0;0;0;0;0;0;0
11;1066291;Поступление зарплаты на счет;Ремонт;1;0.12;мужской;2;0;высшее;специалист;>250;0;209;37;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066311;2НДФЛ;Покупка автомобиля;0;0.46;женский;0;0;высшее;специалист;>250;3;54;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066331;Поступление зарплаты на счет;Ремонт;0;0.45;женский;1;0;высшее;менеджер среднего звена;>250;0;80;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066351;Поступление зарплаты на счет;Покупка автомобиля;1;0.2;мужской;0;0;высшее;специалист;>250;0;14;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066371;2НДФЛ;Отпуск;1;0.49;мужской;0;0;высшее;специалист;>250;3;44;27;Другое;ОАО;холост / не замужем;4;2;1;1;1;0.0241935484;0;0;0;0;0.75;3;1;121;4;1;0;16;76;1;0;0;0;0;0;0
11;1066391;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;1;0;высшее;специалист;< 50;0;41;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0098039216;1;0;0;0;0.1666666667;1;5;101;6;1;3;17;66;1;0;0;0;0;0;0
11;1066411;2НДФЛ;Ремонт;0;0.58;женский;0;0;высшее;специалист;>250;3;12;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066431;Поступление зарплаты на счет;Ремонт;0;0.34;мужской;0;0;высшее;специалист;>250;0;70;27;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;5;5;0;0;0;0;0;0;0
11;1066451;2НДФЛ;Покупка недвижимости/ строительство;1;0.36;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;3;31;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066471;Поступление зарплаты на счет;Ремонт;1;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;33;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;18;2;1;0;7;7;0;0;0;0;0;0;0
11;1066491;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;1;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066511;2НДФЛ;Покупка автомобиля;0;0.55;мужской;0;0;среднее-специальное;специалист;>250;0;134;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066531;Поступление зарплаты на счет;Другое;1;0.48;мужской;2;0;второе высшее;менеджер среднего звена;>250;0;16;37;Информационные технологии;ООО;разведен / разведена;2;0;0;0;0;0;0;0;0;0;0.5;2;2;35;4;0;0;12;31;0;0;0;0;0;0;0
11;1066551;Поступление зарплаты на счет;Ремонт;0;0.43;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;20;44;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;12;2;0;0;11;13;0;0;0;0;0;0;0
11;1066571;2НДФЛ;Ремонт;0;0.48;женский;0;0;высшее;специалист;>250;3;98;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066591;Поступление зарплаты на счет;Ремонт;1;0.29;мужской;0;0;среднее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066611;Поступление зарплаты на счет;Ремонт;0;0.45;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;27;28;Торговля;ООО;женат / замужем;2;1;1;0;0;0.2244897959;0;2;0;0;0.4285714286;3;4;114;7;1;0;5;93;1;1;1;0;1;1;0
11;1066631;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;0;0;среднее-специальное;специалист;>250;0;30;23;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066651;2НДФЛ;Ремонт;0;0.53;мужской;2;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066671;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;20;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1066691;Поступление зарплаты на счет;Отпуск;1;0.58;женский;1;0;среднее-специальное;специалист;>250;1;9;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
